0.1,0.5,0.1,0.5,0.5,0.5,0.3,0.7,0.9,0.1,0.1,0.1
0.5,0.5,0.5,0.9,0.5,0.9,0.5,0.9,0.1,0.1,0.1,0.9
0.25,0.75,0.5,0.1,0.8,0.8,0.9,0.9,0.1,0.1,0.1,0.9
0.8,0.2,0.1,0.5,0.2,0.8,0.6,0.1,0.9,0.1,0.1,0.1
0.4,0.4,0.9,0.9,0.6,0.6,0.1,0.1,0.1,0.1,0.9,0.1
0.25,0.5,0.5,0.5,0.75,0.5,0.5,0.5,0.9,0.1,0.1,0.1
0.2,0.7,0.9,0.9,0.3,0.8,0.1,0.9,0.1,0.1,0.9,0.1
0.3,0.3,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.9,0.1,0.1
0.7,0.2,0.1,0.5,0.6,0.3,0.9,0.9,0.1,0.9,0.1,0.1
0.2,0.8,0.9,0.5,0.8,0.2,0.9,0.9,0.1,0.1,0.1,0.9
0.635738670825958,0.138506799936295,0.5,0.938662528991699,0.626012742519379,0.153271973133087,0.5,0.5,0.9,0.1,0.1,0.1
0.555700600147247,0.664767265319824,0.5,0.0435352921485901,0.624026298522949,0.596968650817871,0.5,0.5,0.9,0.1,0.1,0.1
0.521457254886627,0.528645634651184,0.999368071556091,0.525130033493042,0.678736209869385,0.425892949104309,0.5,0.5,0.1,0.1,0.1,0.9
0.621504068374634,0.558064937591553,0.5,0.5,0.793538451194763,0.65262907743454,0.5,0.5,0.1,0.1,0.1,0.9
0.17556032538414,0.608724236488342,0.728802084922791,0.0554220080375671,0.424169361591339,0.694084703922272,0.5,0.5,0.9,0.1,0.1,0.1
0.328522443771362,0.26788991689682,0.980747222900391,0.63199383020401,0.21476936340332,0.283505141735077,0.5,0.5,0.9,0.1,0.1,0.1
0.602332293987274,0.595754861831665,0.0587900280952454,0.264768719673157,0.547277569770813,0.5,0.5,0.5,0.9,0.1,0.1,0.1
0.680596172809601,0.366639614105225,0.0288979411125183,0.403610557317734,0.846855700016022,0.585012197494507,0.5,0.5,0.9,0.1,0.1,0.1
0.336011797189713,0.315143287181854,0.933932662010193,0.74839973449707,0.143758833408356,0.233479589223862,0.5,0.5,0.9,0.1,0.1,0.1
0.629256010055542,0.542813360691071,0.5,0.980200946331024,0.661499381065369,0.338311702013016,0.5,0.5,0.1,0.1,0.1,0.9
0.443687975406647,0.598052322864532,0.946065962314606,0.5,0.563728213310242,0.653394937515259,0.5,0.5,0.1,0.1,0.1,0.9
0.525959312915802,0.471532166004181,0.5,0.5,0.772022306919098,0.34849750995636,0.5,0.5,0.1,0.1,0.1,0.9
0.630814671516418,0.479690909385681,0.5,0.57265317440033,0.624008119106293,0.56455385684967,0.5,0.5,0.1,0.1,0.1,0.9
0.608525156974792,0.495928883552551,0.5,0.5,0.893233597278595,0.676215052604675,0.5,0.5,0.1,0.1,0.1,0.9
0.511615097522736,0.494723737239838,0.5,0.5,0.733471095561981,0.677606701850891,0.5,0.5,0.1,0.1,0.1,0.9
0.219353467226028,0.469370186328888,0.995860576629639,0.56420511007309,0.0755714476108551,0.607588052749634,0.5,0.5,0.9,0.1,0.1,0.1
0.627479791641235,0.524139404296875,0.019271582365036,0.445149004459381,0.867011308670044,0.556631982326508,0.5,0.5,0.9,0.1,0.1,0.1
0.574126064777374,0.53401243686676,0.0308194756507874,0.503403604030609,0.420587420463562,0.374787509441376,0.5,0.5,0.1,0.1,0.1,0.9
0.605250775814056,0.468325793743134,0.607089579105377,0.962398767471313,0.563584089279175,0.733366966247559,0.5,0.5,0.1,0.1,0.1,0.9
0.522665619850159,0.62138831615448,0.310097217559814,0.419434726238251,0.550474286079407,0.600951254367828,0.5,0.5,0.1,0.1,0.1,0.9
0.663740277290344,0.529186189174652,0.233247101306915,0.0771018266677856,0.812260627746582,0.725039720535278,0.5,0.5,0.9,0.1,0.1,0.1
0.462574779987335,0.501661479473114,0.671202182769775,0.0302236676216125,0.614077210426331,0.324021935462952,0.5,0.5,0.1,0.1,0.1,0.9
0.27700287103653,0.553299248218536,0.999997973442078,0.501425564289093,0.534260988235474,0.566089987754822,0.5,0.5,0.9,0.1,0.1,0.1
0.390107393264771,0.865760385990143,0.590176522731781,0.00819900631904602,0.523510992527008,0.467426747083664,0.5,0.5,0.9,0.1,0.1,0.1
0.391057133674622,0.496440887451172,0.5,0.5,0.3570297062397,0.513885259628296,0.5,0.5,0.1,0.1,0.1,0.9
